time,user,type,token,amount,destination,signatureChainId,hyperliquidChain,block,hash,error
1750910447713,0x716bd8d3337972db99995dda5c4b34d954a61d95,spotSend,HYPE:0x0d01dc56dcaaca66ad901c959b4011ec,821.58588062,0x716bd8d3337972db99995dda5c4b34d954a61d95,0xa4b1,Mainnet,641822062,0x2033c824a1a3ef2e54330426416d6e0201f400f267f6bc247d5297b50409e57f,
1750895480691,0x716bd8d3337972db99995dda5c4b34d954a61d95,spotSend,HYPE:0x0d01dc56dcaaca66ad901c959b4011ec,30000,0x716bd8d3337972db99995dda5c4b34d954a61d95,0xa4b1,Mainnet,641629042,0x533a07ff903716690bc704263e7b7201a2008edaaf384d6f5de05f9ee9074787,
1750892448779,0x716bd8d3337972db99995dda5c4b34d954a61d95,spotSend,HYPE:0x0d01dc56dcaaca66ad901c959b4011ec,3737.3310875,0x716bd8d3337972db99995dda5c4b34d954a61d95,0xa4b1,Mainnet,641590108,0x63f4993a9fe08af548b704263de35c015f00017ea7920caf684d3fa9fa77b807,
1750885248853,0x716bd8d3337972db99995dda5c4b34d954a61d95,spotSend,HYPE:0x0d01dc56dcaaca66ad901c959b4011ec,7580.3788598,0x716bd8d3337972db99995dda5c4b34d954a61d95,0xa4b1,Mainnet,641496626,0xe9eada52355896e2b53404263c7632020678006ec19b6129859d619db0b13436,
1750881647912,0x716bd8d3337972db99995dda5c4b34d954a61d95,spotSend,HYPE:0x0d01dc56dcaaca66ad901c959b4011ec,7001.28383267,0x716bd8d3337972db99995dda5c4b34d954a61d95,0xa4b1,Mainnet,641449660,0xc2f9840447b5babb635f04263bbebc01b600281e577c1433afb15f07069464c0,
1750878047651,0x716bd8d3337972db99995dda5c4b34d954a61d95,spotSend,HYPE:0x0d01dc56dcaaca66ad901c959b4011ec,5130.64957306,0x716bd8d3337972db99995dda5c4b34d954a61d95,0xa4b1,Mainnet,641403220,0x50b6e36ed065ffff786f04263b0954020293007f05f32825f301c8bb06783939,
1750870847772,0x716bd8d3337972db99995dda5c4b34d954a61d95,spotSend,HYPE:0x0d01dc56dcaaca66ad901c959b4011ec,4206.17789596,0x716bd8d3337972db99995dda5c4b34d954a61d95,0xa4b1,Mainnet,641310464,0x9cd2485b66161d16afbc0426399f00016200bfbf0c61adafcdb6b30578faeb82,
1750856449782,0x716bd8d3337972db99995dda5c4b34d954a61d95,spotSend,HYPE:0x0d01dc56dcaaca66ad901c959b4011ec,7626.67709657,0x716bd8d3337972db99995dda5c4b34d954a61d95,0xa4b1,Mainnet,641126162,0xbb8f1e557318f2ed75f3042636cf1202011e00c7ededbef03fa97509132fd24b,
1750852849837,0x716bd8d3337972db99995dda5c4b34d954a61d95,spotSend,HYPE:0x0d01dc56dcaaca66ad901c959b4011ec,5829.17687705,0x716bd8d3337972db99995dda5c4b34d954a61d95,0xa4b1,Mainnet,641079681,0x66e981df811234aaa8ec04263619810201a1001df97a1aa54e65ee3ffcb6ece3,
1750834849541,0x716bd8d3337972db99995dda5c4b34d954a61d95,spotSend,HYPE:0x0d01dc56dcaaca66ad901c959b4011ec,1366.26718451,0x716bd8d3337972db99995dda5c4b34d954a61d95,0xa4b1,Mainnet,640847067,0xf56678f28e769279fd0b0426328cdb017900ed2e47fd0e63416e24bfd158db6f,
1750820446517,0x716bd8d3337972db99995dda5c4b34d954a61d95,spotSend,HYPE:0x0d01dc56dcaaca66ad901c959b4011ec,374.89056514,0x716bd8d3337972db99995dda5c4b34d954a61d95,0xa4b1,Mainnet,640661267,0x7e0f4be02d1da58e342d04262fb71302016f003439aa79ca693a7c9cfda103b8,
1750816850861,0x716bd8d3337972db99995dda5c4b34d954a61d95,spotSend,HYPE:0x0d01dc56dcaaca66ad901c959b4011ec,5650.20021448,0x716bd8d3337972db99995dda5c4b34d954a61d95,0xa4b1,Mainnet,640614809,0x67fa957e64587a8f2ee804262f019902012f00a8f3fec11b0c9c98d7d2b2b7f4,
1750813249550,0x716bd8d3337972db99995dda5c4b34d954a61d95,spotSend,HYPE:0x0d01dc56dcaaca66ad901c959b4011ec,165418.85280063,0x716bd8d3337972db99995dda5c4b34d954a61d95,0xa4b1,Mainnet,640568657,0xa6dab3aef3fa98aa50fc04262e4d510202fb006cef6d9366ec9c30088be2ae50,
1750732159781,0x716bd8d3337972db99995dda5c4b34d954a61d95,spotSend,HYPE:0x0d01dc56dcaaca66ad901c959b4011ec,200000,0x156fdf14cdb80c9623b5eb06a164a799aa719119,0xa4b1,Mainnet,639522831,0x4b88366d70e0a1c1a5d304261e580f01f400f29959a7e64843d2301e66670224,
1750700058848,0x716bd8d3337972db99995dda5c4b34d954a61d95,spotSend,HYPE:0x0d01dc56dcaaca66ad901c959b4011ec,300000,0x156fdf14cdb80c9623b5eb06a164a799aa719119,0xa4b1,Mainnet,639113084,0x24f41382c7175c1db3c3042618177c0204990004abb4c7ca29548bf126dae883,
1750696370751,0x716bd8d3337972db99995dda5c4b34d954a61d95,spotSend,HYPE:0x0d01dc56dcaaca66ad901c959b4011ec,171200,0x156fdf14cdb80c9623b5eb06a164a799aa719119,0xa4b1,Mainnet,639067788,0xfc20f8f1808cfcc1d474042617668c02014400efd284c4e3da9e7bc11d84f8c7,
1750665649895,0x716bd8d3337972db99995dda5c4b34d954a61d95,spotSend,HYPE:0x0d01dc56dcaaca66ad901c959b4011ec,11124.16600166,0x716bd8d3337972db99995dda5c4b34d954a61d95,0xa4b1,Mainnet,638674345,0x4b905853344ce9317abd04261165a9015f00df29e711293de1aedd283e602ce7,
1750662049750,0x716bd8d3337972db99995dda5c4b34d954a61d95,spotSend,HYPE:0x0d01dc56dcaaca66ad901c959b4011ec,5955.56945,0x716bd8d3337972db99995dda5c4b34d954a61d95,0xa4b1,Mainnet,638628216,0xf3e66209f8945702b187042610b17802013f008f994f8efd97ae9b121ed71d52,
1750658449677,0x716bd8d3337972db99995dda5c4b34d954a61d95,spotSend,HYPE:0x0d01dc56dcaaca66ad901c959b4011ec,5977.47506542,0x716bd8d3337972db99995dda5c4b34d954a61d95,0xa4b1,Mainnet,638581933,0xec97a8a02ef462faf66104260ffcad02011a00d4586ebb23682b673b1df75188,
1750654849677,0x716bd8d3337972db99995dda5c4b34d954a61d95,spotSend,HYPE:0x0d01dc56dcaaca66ad901c959b4011ec,5150.2693,0x716bd8d3337972db99995dda5c4b34d954a61d95,0xa4b1,Mainnet,638535510,0x19619d5312567ab66a4104260f475601c8000b863b381c02d84e65a5a172bdc8,
1750651250361,0x716bd8d3337972db99995dda5c4b34d954a61d95,spotSend,HYPE:0x0d01dc56dcaaca66ad901c959b4011ec,8504.40724915,0x716bd8d3337972db99995dda5c4b34d954a61d95,0xa4b1,Mainnet,638488875,0xf83741121a1e5cfef4b104260e912b02017300ba703aa5bf6fba11f5dc5eadcb,
1750647649153,0x716bd8d3337972db99995dda5c4b34d954a61d95,spotSend,HYPE:0x0d01dc56dcaaca66ad901c959b4011ec,5834.50431372,0x716bd8d3337972db99995dda5c4b34d954a61d95,0xa4b1,Mainnet,638442455,0x518938eb1fa2097783aa04260ddbd701ea0045cb2c292b7e18cbee76f6a84880,
1750644049022,0x716bd8d3337972db99995dda5c4b34d954a61d95,spotSend,HYPE:0x0d01dc56dcaaca66ad901c959b4011ec,17685,0x716bd8d3337972db99995dda5c4b34d954a61d95,0xa4b1,Mainnet,638396177,0xa48d7e356ec12dfb1c9c04260d2711014900158a8a147bb1fdf1ca97e8060ebd,
1750640448941,0x716bd8d3337972db99995dda5c4b34d954a61d95,spotSend,HYPE:0x0d01dc56dcaaca66ad901c959b4011ec,14445.92355,0x716bd8d3337972db99995dda5c4b34d954a61d95,0xa4b1,Mainnet,638349896,0x3895633420782422df5204260c7248018c0030b49d32a4f63a8ed8f505a151e0,
1750633248866,0x716bd8d3337972db99995dda5c4b34d954a61d95,spotSend,HYPE:0x0d01dc56dcaaca66ad901c959b4011ec,11539.88127622,0x716bd8d3337972db99995dda5c4b34d954a61d95,0xa4b1,Mainnet,638258928,0x3b8456b594320872cad304260b0ef0020263007ee19a025db545f30e25fae2f7,
1750629648711,0x716bd8d3337972db99995dda5c4b34d954a61d95,spotSend,HYPE:0x0d01dc56dcaaca66ad901c959b4011ec,10756.71468094,0x716bd8d3337972db99995dda5c4b34d954a61d95,0xa4b1,Mainnet,638213944,0x3bf5a67a2d448d35e93604260a5f380203a9000767bfffa5a9c10ece673c6652,
1750626048888,0x716bd8d3337972db99995dda5c4b34d954a61d95,spotSend,HYPE:0x0d01dc56dcaaca66ad901c959b4011ec,5985.50056429,0x716bd8d3337972db99995dda5c4b34d954a61d95,0xa4b1,Mainnet,638168059,0x8e7048bbabaeeb206a5a042609abfb020233004c8d74cddfc241f848a3fb764f,
1750622448581,0x716bd8d3337972db99995dda5c4b34d954a61d95,spotSend,HYPE:0x0d01dc56dcaaca66ad901c959b4011ec,16025.84407146,0x716bd8d3337972db99995dda5c4b34d954a61d95,0xa4b1,Mainnet,638124200,0x986f3b6875bb2a5e9e5d04260900a8020277003b951e170f5afe0dbef4232f1a,
1750618848888,0x716bd8d3337972db99995dda5c4b34d954a61d95,spotSend,HYPE:0x0d01dc56dcaaca66ad901c959b4011ec,17750.05205718,0x716bd8d3337972db99995dda5c4b34d954a61d95,0xa4b1,Mainnet,638077933,0x680e6d59aed66b8136500426084bed014600ea39fe9eeb1eae6a1f1e5dcdbeb1,
1750615250736,0x716bd8d3337972db99995dda5c4b34d954a61d95,spotSend,HYPE:0x0d01dc56dcaaca66ad901c959b4011ec,19593.57085,0x716bd8d3337972db99995dda5c4b34d954a61d95,0xa4b1,Mainnet,638031978,0x13eedb418f20b68a302b042607986a0203410027dddb5b802aa0e537079b8b45,
1750611646810,0x716bd8d3337972db99995dda5c4b34d954a61d95,spotSend,HYPE:0x0d01dc56dcaaca66ad901c959b4011ec,18223.17204286,0x716bd8d3337972db99995dda5c4b34d954a61d95,0xa4b1,Mainnet,637986585,0xace985b19a833237c856042606e71902012e00b9c463ba17317c1642d027460b,
1750608050320,0x716bd8d3337972db99995dda5c4b34d954a61d95,spotSend,HYPE:0x0d01dc56dcaaca66ad901c959b4011ec,12634.03,0x716bd8d3337972db99995dda5c4b34d954a61d95,0xa4b1,Mainnet,637942002,0xc8c7cf59dac813cd1f6604260638f202056b00aa9b07e279ec64d86a4424b81f,
1750604450404,0x716bd8d3337972db99995dda5c4b34d954a61d95,spotSend,HYPE:0x0d01dc56dcaaca66ad901c959b4011ec,35551,0x716bd8d3337972db99995dda5c4b34d954a61d95,0xa4b1,Mainnet,637896763,0x3d36de947dc62fffd4b2042605883b0206f600d7dc19c088bd9d0c6c59ec26be,
1750600849921,0x716bd8d3337972db99995dda5c4b34d954a61d95,spotSend,HYPE:0x0d01dc56dcaaca66ad901c959b4011ec,13557.25545,0x716bd8d3337972db99995dda5c4b34d954a61d95,0xa4b1,Mainnet,637852608,0x4e29937c986739bc53ce042604dbc0018800be5a675f4d7f0aa4e86a508ad1f2,
1750597250028,0x716bd8d3337972db99995dda5c4b34d954a61d95,spotSend,HYPE:0x0d01dc56dcaaca66ad901c959b4011ec,6892.82680714,0x716bd8d3337972db99995dda5c4b34d954a61d95,0xa4b1,Mainnet,637808129,0x2514db8ccb84c24e96670426042e010201bc00bc51def805d03ba7105ca6ede2,
1750593649994,0x716bd8d3337972db99995dda5c4b34d954a61d95,spotSend,HYPE:0x0d01dc56dcaaca66ad901c959b4011ec,89404.65942638,0x716bd8d3337972db99995dda5c4b34d954a61d95,0xa4b1,Mainnet,637761898,0x40848511e9158a222dcb042603796a018600ec9491627c7b7a3ecc1fb4a8a7dc,
1750585097627,0x716bd8d3337972db99995dda5c4b34d954a61d95,spotSend,HYPE:0x0d01dc56dcaaca66ad901c959b4011ec,200000,0x716bd8d3337972db99995dda5c4b34d954a61d95,0xa4b1,Mainnet,637652821,0x0f28541c7a1927e021b1042601cf550202400046d4d0ba2a637dac6b80888eb6,
1750518649753,0x716bd8d3337972db99995dda5c4b34d954a61d95,spotSend,HYPE:0x0d01dc56dcaaca66ad901c959b4011ec,123100,0x156fdf14cdb80c9623b5eb06a164a799aa719119,0xa4b1,Mainnet,636810345,0xc0348b016a278b648ba70425f4f46901410012b26a0873940e3463dd9da3b454,
1750473950718,0x716bd8d3337972db99995dda5c4b34d954a61d95,spotSend,HYPE:0x0d01dc56dcaaca66ad901c959b4011ec,200000,0x156fdf14cdb80c9623b5eb06a164a799aa719119,0xa4b1,Mainnet,636251086,0xee2c01f43be475103a230425ec6bce02010f00aafc3068194761eb9d107ad6ae,
1750441549026,0x716bd8d3337972db99995dda5c4b34d954a61d95,spotSend,HYPE:0x0d01dc56dcaaca66ad901c959b4011ec,100000,0x156fdf14cdb80c9623b5eb06a164a799aa719119,0xa4b1,Mainnet,635834496,0xe91c9d2bfbb2fb88604c0425e6108002052c00737bc88b51060c06df9d27d9fe,
1750359650212,0x716bd8d3337972db99995dda5c4b34d954a61d95,spotSend,HYPE:0x0d01dc56dcaaca66ad901c959b4011ec,2283.68679705,0x716bd8d3337972db99995dda5c4b34d954a61d95,0xa4b1,Mainnet,634785043,0x3911dc61f65c0cb4b6060425d60d1302011000f8dbb047b7dc10f4c86fde316e,
