"Transaction Hash","Blockno","UnixTimestamp","DateTime (UTC)","From","To","Quantity","Method"
"0x7ddfb7e107036a1b6ce917e7ec0ac52413d42de83a1da4c045dcc900a3e072ce","7200416","1751328992","2025-07-01 00:16:32","0x2741e799cd5ccd85071c3808c7705a18287dcfb0","0x8336f3d8437e931b04c5214dd6c4bfbfafec2a78","0.047422999847306884","-"
"0x7ddfb7e107036a1b6ce917e7ec0ac52413d42de83a1da4c045dcc900a3e072ce","7200416","1751328992","2025-07-01 00:16:32","0x8336f3d8437e931b04c5214dd6c4bfbfafec2a78","0xb2e2fbd084a0b28d093c68c70dc474f10d0413d2","0.047422999847306884","-"
"0xcba5be41a202ac1fe74956ac6d80a68d8ef02900f8764157262db8512f90f5d9","7200416","1751328992","2025-07-01 00:16:32","0x2741e799cd5ccd85071c3808c7705a18287dcfb0","0x99e854bbab42da92acce010c44fc69e4fdda4a66","0.026100707026681342","-"
"0xcba5be41a202ac1fe74956ac6d80a68d8ef02900f8764157262db8512f90f5d9","7200416","1751328992","2025-07-01 00:16:32","0x99e854bbab42da92acce010c44fc69e4fdda4a66","0x7066ddf85a4a624418af9da57e3f7baeefa8e792","0.026100707026681342","-"
"0x7f712c54b3b0d7a76f75d75bf7447264b8c7c493584b8e9361f4d830d34b3791","7200433","1751329009","2025-07-01 00:16:49","0x2741e799cd5ccd85071c3808c7705a18287dcfb0","0x97ccb158e59745c2317bbff8ecdfb4b77b58d9a4","0.098070643675791812","Multicall"
"0xd8cf01bbb11ac6053de94c3f1c6866398e1f11ea32237187f517c88adc1bbb42","7200434","1751329010","2025-07-01 00:16:50","0x30040495ba537ed96a986252c0d7bb8a04e9291a","0x2741e799cd5ccd85071c3808c7705a18287dcfb0","0.0324355032158546","-"
"0xacdc26d895da4053283494d1a2826398e00eaf8483cb00ee5c6a7c29b43a981f","7200464","1751329039","2025-07-01 00:17:19","0x1819be9c9f049826f70d9d1b78b358801e5a91f2","0x833649f0034cae9afd43bdd5b5e1f5a835a7a753","8.934264487157957259","Exact Input"
"0x30cf9868d18602be3452ec421d5f8606cae0e6aa9fd25b1389c80af3be166669","7200482","1751329057","2025-07-01 00:17:37","0x833649f0034cae9afd43bdd5b5e1f5a835a7a753","0x0ab8aae3335ed4b373a33d9023b6a6585b149d33","8.934299","-"
"0x4f11e2782c4fb7dc32be674bc9896eb7c39114d8591cf58ebf1586f864ceff38","7200491","1751329066","2025-07-01 00:17:46","0xb2e2fbd084a0b28d093c68c70dc474f10d0413d2","0x6a5efa07ba90c4e218185ad54e099c070b11e386","0.214494210306256163","-"
"0x4f11e2782c4fb7dc32be674bc9896eb7c39114d8591cf58ebf1586f864ceff38","7200491","1751329066","2025-07-01 00:17:46","0x6a5efa07ba90c4e218185ad54e099c070b11e386","0x7066ddf85a4a624418af9da57e3f7baeefa8e792","0.214494188856835136","-"
"0xf04d426c8dd2e46a64e4137abe6913be49e72ba169e2a90e8b4fc0814e68ff44","7200504","1751329079","2025-07-01 00:17:59","0x97ccb158e59745c2317bbff8ecdfb4b77b58d9a4","0x2741e799cd5ccd85071c3808c7705a18287dcfb0","0.098070643675791812","Multicall"
"0x672958619066260b948639ff504a594ce25d752a74561cc2805f21683c238b80","7200505","1751329080","2025-07-01 00:18:00","0x2741e799cd5ccd85071c3808c7705a18287dcfb0","0x7066ddf85a4a624418af9da57e3f7baeefa8e792","0.031947764548913171","-"
"0x705975d461ad3b2886ac652b519042b9e934816596b076059c1ea09fa084a019","7200607","1751329180","2025-07-01 00:19:40","0x69420332e463ebaa998ce2380cb2ab43e74b3111","0x2741e799cd5ccd85071c3808c7705a18287dcfb0","0.062068236060025265","Multicall"
"0x75cfb9c78d9b8177059ca707f3d2885bd7f9a9911ae21535cd393070515cbcc2","7200608","1751329181","2025-07-01 00:19:41","0x2741e799cd5ccd85071c3808c7705a18287dcfb0","0x7066ddf85a4a624418af9da57e3f7baeefa8e792","0.061844169539300952","-"
"0x81c68e5c221054671795c6d5dcb57b44c1cf44faa4f0557570925e2f6692b49f","7200643","1751329215","2025-07-01 00:20:15","0x46fa5605c504b8f8dbfe1fcc8c71ef948c68e609","0x68e37de8d93d3496ae143f2e900490f6280c57cd","691","Supply Collateral"
"0x06f856aa504dfdf802db97891a29a7a75882a83554229e1f0e8ca8ed03e38b57","7200706","1751329277","2025-07-01 00:21:17","0x2741e799cd5ccd85071c3808c7705a18287dcfb0","0x69420332e463ebaa998ce2380cb2ab43e74b3111","0.020899868040289455","Multicall"
"0xc07f90235f79317e733bc9d4b322964e984aa259342b59f1044904b798205996","7200788","1751329358","2025-07-01 00:22:38","0x903f24c194fee9213dbfc6297379201516514747","0x2741e799cd5ccd85071c3808c7705a18287dcfb0","0.073320119464132213","Multicall"
"0xa78a9daa0ffa97597ab2ed2b17e0ef53437c8b8f3c7e9b6895254fe3ff19e521","7200789","1751329359","2025-07-01 00:22:39","0x2741e799cd5ccd85071c3808c7705a18287dcfb0","0x7066ddf85a4a624418af9da57e3f7baeefa8e792","0.052319686563540277","-"
"0xe055b469130bd6ac63425f83f14aa0d0fd96a31f9d854865fa7d9721ea86632b","7200801","1751329371","2025-07-01 00:22:51","0x69420332e463ebaa998ce2380cb2ab43e74b3111","0x2741e799cd5ccd85071c3808c7705a18287dcfb0","0.020899868040289455","Multicall"
"0x1eaa6f7a65cf529df3f0b8ba5903a025dfa2261e7638574223d33feeb5474b4d","7200875","1751329443","2025-07-01 00:24:03","0x82e9f8e8b7d4f4b43a354fe17bcd005392233b4b","0x2741e799cd5ccd85071c3808c7705a18287dcfb0","0.227233056139376225","Multicall"
"0x93c88ec40e28c8397a9ffaba04eb4242e8a505bd5f40c15fcccff034b4d40513","7200876","1751329444","2025-07-01 00:24:04","0x2741e799cd5ccd85071c3808c7705a18287dcfb0","0x7066ddf85a4a624418af9da57e3f7baeefa8e792","0.247052476055930295","-"
"0x4c774b4a43b807bfe220056bb2814a69b61ad645887cc8b7f043dfdf9a965c7f","7201104","1751329669","2025-07-01 00:27:49","0x1819be9c9f049826f70d9d1b78b358801e5a91f2","0x833649f0034cae9afd43bdd5b5e1f5a835a7a753","16.032752608849352347","Exact Input"
"0x778df77d69916f77d707926e0c31731dcc5a4842b01b9cb258544606cb3455ec","7201127","1751329691","2025-07-01 00:28:11","0x833649f0034cae9afd43bdd5b5e1f5a835a7a753","0x0ab8aae3335ed4b373a33d9023b6a6585b149d33","16.032753","-"
"0x67f3ad34e728f8f472e9be7ad5e0ecc6e6eed6b86e8e47375f9009fe3c906269","7201165","1751329729","2025-07-01 00:28:49","0x39688e3ad1a26f962874d48ec01f9db20ada3d04","0x7f5d1f93232702a951759a47a27de08d35e9bbe8","12.554393548576460215","Manage Vault With Merkle Verification"
"0x67f3ad34e728f8f472e9be7ad5e0ecc6e6eed6b86e8e47375f9009fe3c906269","7201165","1751329729","2025-07-01 00:28:49","0x7f5d1f93232702a951759a47a27de08d35e9bbe8","0xffc9ac8569912070f7fd8ef5568acb72e47ead3b","0.001255439354857646","Manage Vault With Merkle Verification"
"0x6d602694ff6ad3b915de9024b37bdc1fee5c956fd5055131ac8f65cfcff29446","7201166","1751329730","2025-07-01 00:28:50","0x7f5d1f93232702a951759a47a27de08d35e9bbe8","0x7066ddf85a4a624418af9da57e3f7baeefa8e792","10.400886533504337727","-"
"0x4497369dd0a83b1c87f4e02e8d439baf6eab40310b219742b9962b5508881f45","7201169","1751329733","2025-07-01 00:28:53","0x2741e799cd5ccd85071c3808c7705a18287dcfb0","0x82e9f8e8b7d4f4b43a354fe17bcd005392233b4b","0.064480754623176301","Multicall"
"0x935a0c6598001bc2ec474fadf02ddf509608a61b0b79201dd486fc2df09c04c3","7201174","1751329738","2025-07-01 00:28:58","0x2741e799cd5ccd85071c3808c7705a18287dcfb0","0x233159e9e686e8c1a51e1343825962240449f999","0.027757003890290535","Multicall"
"0x312d8a2bad9d57fa062de1fc003d30c7ca1f44c67254b2f28c11be2753271c55","7201175","1751329739","2025-07-01 00:28:59","0xce241873b4aca8eff06f24ed42335766daabb399","0x2741e799cd5ccd85071c3808c7705a18287dcfb0","0.023823431747283839","-"
"0xc7c08595c1477d6dd9c12649c6495e72d7670e25ba26a27201ec9bfed743904e","7201182","1751329745","2025-07-01 00:29:05","0x32190ed01e6580316fbaf2f072f1db713e2c6270","0x2741e799cd5ccd85071c3808c7705a18287dcfb0","0.079659440149027594","Multicall"
"0xbf9a6e6210c473b3547c10468b7b779e15375d3a6fd60fd7235b1d64ffa75d34","7201206","1751329769","2025-07-01 00:29:29","0x7066ddf85a4a624418af9da57e3f7baeefa8e792","0x5b136c570057b8a24fbbfe4b9988e9f84a1df4c9","2.074933509897998705","Exact Input Single"
"0xfcffd68ffa37db9bb93c0ef870d007ebea5666bd5d5dfe3775a79cbb353940c8","7201252","1751329814","2025-07-01 00:30:14","0x5b136c570057b8a24fbbfe4b9988e9f84a1df4c9","0x0ab8aae3335ed4b373a33d9023b6a6585b149d33","2.074933509897998705","-"
"0x435d8f965423359c568a5f31008f950108eb562121cb7745d5dabb1e37327a52","7201333","1751329894","2025-07-01 00:31:34","0x4955cecf2f7bdfd0c7bfd5149df65af2af1b3724","0x2741e799cd5ccd85071c3808c7705a18287dcfb0","0.144888697707631919","Multicall"
"0x6e7ed62c27b626c35a200d58390415ce74677b102b7eeecfe7032a5098ab5352","7201334","1751329895","2025-07-01 00:31:35","0x2741e799cd5ccd85071c3808c7705a18287dcfb0","0x7066ddf85a4a624418af9da57e3f7baeefa8e792","0.155612291289199269","-"
"0x030d778b61c8e3658a0ae832d62d2c0a5e583b7c83ef4cb4119f71436215c1eb","7201476","1751330035","2025-07-01 00:33:55","0x0ab8aae3335ed4b373a33d9023b6a6585b149d33","0xf781beee13e209325cea11eaab352aa31289f634","52.211869130324468686","Withdraw"
"0xa97a65002fb797b479d515582e3c229b6671ad55e31a9325231d47f42d364387","7201485","1751330043","2025-07-01 00:34:03","0x2741e799cd5ccd85071c3808c7705a18287dcfb0","0x32190ed01e6580316fbaf2f072f1db713e2c6270","0.01202897468626482","Multicall"
"0x5651bcf00da65b08576e80527a08aa6db8b56a4915ed3d7c0ba2034db95a17d5","7201496","1751330054","2025-07-01 00:34:14","0x233159e9e686e8c1a51e1343825962240449f999","0x2741e799cd5ccd85071c3808c7705a18287dcfb0","0.027757003890290535","Multicall"
"0x874dca768026529b36f596358c3ce23522be3a6a7d1f7f21de10bb97b5dcc824","7201497","1751330055","2025-07-01 00:34:15","0x0ab8aae3335ed4b373a33d9023b6a6585b149d33","0x812e171c87d2b4e9310d9fbeb118ffd39db0d60f","0.993477014452813361","Withdraw"
"0xeebdac34c6f3930d139eec4a2dcb7703686bb5f1f10a8378391e26c31b488196","7201520","1751330078","2025-07-01 00:34:38","0x0ab8aae3335ed4b373a33d9023b6a6585b149d33","0x8442b3641dd2d9798afd21ef130ac5803d3c8fe2","1.28","Withdraw"
"0x9ef684109247c9a89607c4f281fdd22978710f6549e3a3152cd5f3efcc1cb81c","7201548","1751330105","2025-07-01 00:35:05","0xf781beee13e209325cea11eaab352aa31289f634","0x7066ddf85a4a624418af9da57e3f7baeefa8e792","52.211869130324468686","Multicall"
"0x6818347f512e1f02292b0d0b03528ffb500dd91a2ed181d0d44e1b8a905a387f","7201587","1751330144","2025-07-01 00:35:44","0x2741e799cd5ccd85071c3808c7705a18287dcfb0","0x8d5899248ea8b5805c2a62a9c02150f61b390f8c","0.009263334391019469","-"
"0x6818347f512e1f02292b0d0b03528ffb500dd91a2ed181d0d44e1b8a905a387f","7201587","1751330144","2025-07-01 00:35:44","0x8d5899248ea8b5805c2a62a9c02150f61b390f8c","0x3ea401bb54198daa04f45e591ce45771cf33e494","0.009263334391019469","-"
"0x781409d23144711682224a80ecd80b1cd07609c65063085472600bb988da5518","7201600","1751330157","2025-07-01 00:35:57","0x2741e799cd5ccd85071c3808c7705a18287dcfb0","0x233159e9e686e8c1a51e1343825962240449f999","0.024924950412510849","Multicall"
"0x819d40629fee09c87bc48c8803b22212e6f236b502454e7ea37f97a6b58fa0fc","7201817","1751330370","2025-07-01 00:39:30","0x32190ed01e6580316fbaf2f072f1db713e2c6270","0x2741e799cd5ccd85071c3808c7705a18287dcfb0","0.01202897468626482","Multicall"
"0x0ad6f88e0a8acfe7e549f6ab46fac255ed14602973fb1878e01efe48a63d1a8b","7201842","1751330395","2025-07-01 00:39:55","0x233159e9e686e8c1a51e1343825962240449f999","0x2741e799cd5ccd85071c3808c7705a18287dcfb0","0.024924950412510849","Multicall"
"0xabc0db33e08d2dbefd4de0970524a07906c815a5d068c019a47586309baedd22","7201852","1751330404","2025-07-01 00:40:04","0x2741e799cd5ccd85071c3808c7705a18287dcfb0","0x903f24c194fee9213dbfc6297379201516514747","0.062527343145941626","Multicall"
"0xf314c152c29bbdb5952a8fc65eec2dbfb57fa0ecba2d5beb7bc4be9b58b06e79","7202017","1751330567","2025-07-01 00:42:47","0x2741e799cd5ccd85071c3808c7705a18287dcfb0","0x32190ed01e6580316fbaf2f072f1db713e2c6270","0.054520172448671851","Multicall"
"0x8894d3b1aabf775bc7326253b782758e441c20adb7fe2aaf7c64c01ba65373c8","7202018","1751330568","2025-07-01 00:42:48","0x7066ddf85a4a624418af9da57e3f7baeefa8e792","0x2741e799cd5ccd85071c3808c7705a18287dcfb0","0.033990108883215228","-"
"0x82cabeb3d91c9d516ba8ce39230938d00b39f0056207617f0a2d49e77fae699c","7202163","1751330710","2025-07-01 00:45:10","0x903f24c194fee9213dbfc6297379201516514747","0x2741e799cd5ccd85071c3808c7705a18287dcfb0","0.062527343145941626","Multicall"
"0x88a99b664a35b9db2b04d9700fe258c1d62dbbf9155b16266b718eda5822a9a2","7202182","1751330729","2025-07-01 00:45:29","0x82e9f8e8b7d4f4b43a354fe17bcd005392233b4b","0x2741e799cd5ccd85071c3808c7705a18287dcfb0","0.064480754623176301","Multicall"
"0x6e2e64c97b9a2a7a9e2caafee192cff3682a943ea2abd1c60fcae1cc0825178f","7202183","1751330730","2025-07-01 00:45:30","0x2741e799cd5ccd85071c3808c7705a18287dcfb0","0x7066ddf85a4a624418af9da57e3f7baeefa8e792","0.061227033206090549","-"
"0xcfe563dbd5c9de179c2d75d6a24ee7f94c47851e086e674a80514f0eaf3c12b7","7202184","1751330731","2025-07-01 00:45:31","0x7066ddf85a4a624418af9da57e3f7baeefa8e792","0x8336f3d8437e931b04c5214dd6c4bfbfafec2a78","0.046721166545080683","-"
"0xcfe563dbd5c9de179c2d75d6a24ee7f94c47851e086e674a80514f0eaf3c12b7","7202184","1751330731","2025-07-01 00:45:31","0x8336f3d8437e931b04c5214dd6c4bfbfafec2a78","0xb2e2fbd084a0b28d093c68c70dc474f10d0413d2","0.046721166545080683","-"
"0x1eb9127c64bdb05bf027d2d0634365aec5e9f4708635f9a1115b9d9857467ef3","7202228","1751330774","2025-07-01 00:46:14","0xcb2de33cc11942cf55738f0e317eb04e2ef7a27f","0x2741e799cd5ccd85071c3808c7705a18287dcfb0","0.000000000137862541","Multicall"
"0x4754f0028965730b8f24615285ac75917c58979b80d936af8b653bb3b6d85e1c","7202261","1751330807","2025-07-01 00:46:47","0x5ad843a42407b906ea00412967cf84b9a78f9863","0x7066ddf85a4a624418af9da57e3f7baeefa8e792","73.837926691480218062","Exact Input"
"0x8cf42f6a3ff12fa6474f68d484b7f7aaa06e54ca5f20b21cfac772009c0b1c02","7202288","1751330833","2025-07-01 00:47:13","0x4ca596f283f55d88dd8c95ddcf0289b9dbe73f94","0x2741e799cd5ccd85071c3808c7705a18287dcfb0","0.15277771640704802","Multicall"
"0xb83cb749902fdd81dab32556e922e5bd9110e2a12a4aa9c290e46f7f4f7ca1fa","7202289","1751330834","2025-07-01 00:47:14","0x2741e799cd5ccd85071c3808c7705a18287dcfb0","0x7066ddf85a4a624418af9da57e3f7baeefa8e792","0.152190482870367822","-"
"0xb7252fb8eb08a42f55555141773ed4c685143d4e8e18c2cafd8e63e12b76f89c","7202347","1751330891","2025-07-01 00:48:11","0x32190ed01e6580316fbaf2f072f1db713e2c6270","0x2741e799cd5ccd85071c3808c7705a18287dcfb0","0.054520172448671851","Multicall"
"0x3cef37e50e622c1e4c2b270ad589db0ace1c661ab23c7a323071e4d1a291266a","7202348","1751330892","2025-07-01 00:48:12","0x2741e799cd5ccd85071c3808c7705a18287dcfb0","0x7066ddf85a4a624418af9da57e3f7baeefa8e792","0.054474833406990208","-"
"0x58a4695c5641c077fbb04eee71c7c5397a7a9d0c9b2540e48b7ffa9ca0a4c816","7202379","1751330923","2025-07-01 00:48:43","0x2741e799cd5ccd85071c3808c7705a18287dcfb0","0x4955cecf2f7bdfd0c7bfd5149df65af2af1b3724","0.042382575902513601","Multicall"
"0x73fb6b7f22d23d3b9f67fe4bd8bf2ac96c2269f07fa2be7384a6f4e7556adc88","7202477","1751331019","2025-07-01 00:50:19","0x661692ff8ecd9a3ec45cc73dda11651b75046b69","0x7066ddf85a4a624418af9da57e3f7baeefa8e792","3","Exact Input"
"0x158b035b6cd77e85dd890f03504938d8387e97053e7d49dd3b6fae532f68f142","7202666","1751331205","2025-07-01 00:53:25","0x4955cecf2f7bdfd0c7bfd5149df65af2af1b3724","0x2741e799cd5ccd85071c3808c7705a18287dcfb0","0.042382575902513601","Multicall"
"0x22cb43d398c479b68a6d2ce66b8a83f3eae0ff06cc48f3ded958ba6517595064","7202764","1751331301","2025-07-01 00:55:01","0xcb2de33cc11942cf55738f0e317eb04e2ef7a27f","0x2741e799cd5ccd85071c3808c7705a18287dcfb0","0.087697067095313924","Multicall"
"0x05c5e9a9ed5718d6aa119d91b659acec4d76bdfd999032f73195094822b35e81","7202765","1751331302","2025-07-01 00:55:02","0x2741e799cd5ccd85071c3808c7705a18287dcfb0","0x7066ddf85a4a624418af9da57e3f7baeefa8e792","0.087159673417708701","-"
"0x4b7bad644db41bb272b30d5d273f5e08aed5845605a5038be747ccde0df8b971","7202765","1751331302","2025-07-01 00:55:02","0x2741e799cd5ccd85071c3808c7705a18287dcfb0","0x99e854bbab42da92acce010c44fc69e4fdda4a66","0.000264080694436554","-"
"0x4b7bad644db41bb272b30d5d273f5e08aed5845605a5038be747ccde0df8b971","7202765","1751331302","2025-07-01 00:55:02","0x99e854bbab42da92acce010c44fc69e4fdda4a66","0x7066ddf85a4a624418af9da57e3f7baeefa8e792","0.000264080694436554","-"
"0xd284daf242e094773014762125c484860a543fbb048f55f3b387a5bf1f805e34","7202946","1751331480","2025-07-01 00:58:00","0x7066ddf85a4a624418af9da57e3f7baeefa8e792","0x6a5efa07ba90c4e218185ad54e099c070b11e386","200.545438672548660201","-"
